cart,tray,tabulator,batch,card in batch,imprint,absolute card index
3,83,99802,17,26,99802-17-26
4,133,99802,200,49,99802-200-49
4,134,99802,205,30,99802-205-30
4,142,99802,213,52,99802-213-52
4,142,99802,218,20,99802-218-20
4,145,99802,225,16,99802-225-16
4,146,99802,231,83,99802-231-83
4,146,99802,231,96,99802-231-96
1,63,99802,24,57,99802-24-57
4,152,99802,244,40,99802-244-40
4,152,99802,245,117,99802-245-117
7,158,99802,255,52,99802-255-52
7,168,99802,264,19,99802-264-19
7,168,99802,264,8,99802-264-8
7,168,99802,266,38,99802-266-38
7,168,99802,267,89,99802-267-89
7,159,99802,269,88,99802-269-88
7,161,99802,277,79,99802-277-79
6,3003,99802,354,5,99802-354-5
6,3003,99802,418,1,99802-418-1
6,207,99802,480,8,99802-480-8
6,214,99802,484,26,99802-484-26
8,218,99802,513,30,99802-513-30
6,224,99802,520,32,99802-520-32
6,224,99802,523,98,99802-523-98
8,226,99802,536,99,99802-536-99
4,169,99802,540,7,99802-540-7
4,3001,99802,543,81,99802-543-81
8,234,99802,545,83,99802-545-83
8,240,99802,552,33,99802-552-33
8,240,99802,552,50,99802-552-50
3,32,99802,58,12,99802-58-12
3,32,99802,59,54,99802-59-54
12,254,99802,701,6,99802-701-6
12,268,99802,716,27,99802-716-27
11,276,99802,733,38,99802-733-38
11,274,99802,743,48,99802-743-48
11,274,99802,744,87,99802-744-87
11,309,99802,760,39,99802-760-39
9,320,99802,780,79,99802-780-79
9,320,99802,782,49,99802-782-49
10,344,99802,787,35,99802-787-35
4,127,99802,80,110,99802-80-110
18,411,99802,807,29,99802-807-29
18,411,99802,807,86,99802-807-86
5,125,99802,81,16,99802-81-16
5,125,99802,81,40,99802-81-40
18,403,99802,812,104,99802-812-104
5,125,99802,82,47,99802-82-47
4,3001,99802,90,31,99802-90-31
6,172,99803,119,48,99803-119-48
7,195,99803,132,54,99803-132-54
7,186,99803,146,38,99803-146-38
7,192,99803,147,60,99803-147-60
7,192,99803,149,59,99803-149-59
6,201,99803,167,103,99803-167-103
6,210,99803,169,19,99803-169-19
6,204,99803,182,55,99803-182-55
6,204,99803,184,66,99803-184-66
6,202,99803,197,58,99803-197-58
6,227,99803,214,92,99803-214-92
8,222,99803,225,84,99803-225-84
3,39,99803,28,64,99803-28-64
3,39,99803,28,88,99803-28-88
8,3007,99803,388,4,99803-388-4
8,237,99803,447,48,99803-447-48
8,237,99803,447,52,99803-447-52
8,244,99803,449,29,99803-449-29
8,244,99803,452,56,99803-452-56
8,239,99803,458,23,99803-458-23
8,239,99803,459,21,99803-459-21
8,249,99803,464,47,99803-464-47
12,256,99803,473,51,99803-473-51
12,256,99803,476,70,99803-476-70
12,259,99803,484,90,99803-484-90
12,263,99803,496,38,99803-496-38
12,264,99803,501,96,99803-501-96
12,264,99803,502,101,99803-502-101
12,264,99803,502,66,99803-502-66
4,3002,99803,52,47,99803-52-47
11,270,99803,532,4,99803-532-4
11,305,99803,533,29,99803-533-29
11,292,99803,540,75,99803-540-75
11,292,99803,543,80,99803-543-80
12,294,99803,552,39,99803-552-39
12,294,99803,555,16,99803-555-16
11,312,99803,573,26,99803-573-26
10,331,99803,586,58,99803-586-58
10,331,99803,587,70,99803-587-70
19,329,99803,609,113,99803-609-113
19,329,99803,609,64,99803-609-64
10,345,99803,623,55,99803-623-55
10,345,99803,625,66,99803-625-66
10,345,99803,626,88,99803-626-88
9,398,99803,655,118,99803-655-118
9,398,99803,659,65,99803-659-65
9,413,99803,660,93,99803-660-93
9,413,99803,665,17,99803-665-17
9,370,99803,666,37,99803-666-37
18,436,99803,679,28,99803-679-28
18,463,99803,694,39,99803-694-39
18,463,99803,697,16,99803-697-16
4,138,99803,70,52,99803-70-52
13,512,99803,741,41,99803-741-41
13,517,99803,743,2,99803-743-2
13,488,99803,747,3,99803-747-3
2,64,99803,8,79,99803-8-79
4,137,99803,80,9,99803-80-9
4,162,99803,84,37,99803-84-37
4,162,99803,87,21,99803-87-21
2,64,99803,9,12,99803-9-12
7,165,99803,92,34,99803-92-34
19,3018,99803,933,1,99803-933-1
4,130,99804,100,1,99804-100-1
4,130,99804,105,38,99804-105-38
2,42,99804,13,75,99804-13-75
2,42,99804,13,8,99804-13-8
1,88,99804,22,123,99804-22-123
4,136,99804,228,26,99804-228-26
4,143,99804,238,35,99804-238-35
4,143,99804,240,9,99804-240-9
7,173,99804,263,100,99804-263-100
7,173,99804,263,61,99804-263-61
7,173,99804,264,114,99804-264-114
6,174,99804,269,62,99804-269-62
6,175,99804,275,36,99804-275-36
6,175,99804,275,7,99804-275-7
7,3004,99804,307,2,99804-307-2
3,3,99804,36,62,99804-36-62
6,203,99804,499,43,99804-499-43
1,68,99804,5,15,99804-5-15
2,93,99804,50,11,99804-50-11
2,93,99804,50,7,99804-50-7
6,230,99804,509,47,99804-509-47
8,220,99804,514,8,99804-514-8
8,220,99804,515,24,99804-515-24
8,219,99804,520,95,99804-520-95
5,23,99804,54,17,99804-54-17
2,2,99804,6,13,99804-6-13
5,9,99804,61,65,99804-61-65
3,95,99804,72,29,99804-72-29
3,95,99804,74,53,99804-74-53
12,3504,99804,756,90,99804-756-90
11,289,99804,781,11,99804-781-11
10,287,99804,786,31,99804-786-31
11,284,99804,794,9,99804-794-9
11,284,99804,795,49,99804-795-49
11,284,99804,799,49,99804-799-49
12,303,99804,802,84,99804-802-84
11,291,99804,807,109,99804-807-109
11,282,99804,817,59,99804-817-59
11,298,99804,819,40,99804-819-40
10,350,99804,835,67,99804-835-67
5,114,99804,85,51,99804-85-51
9,346,99804,874,50,99804-874-50
9,381,99804,881,13,99804-881-13
18,363,99804,896,29,99804-896-29
5,120,99804,90,100,99804-90-100
16,460,99804,904,57,99804-904-57
18,377,99804,909,44,99804-909-44
15,405,99804,920,67,99804-920-67
15,405,99804,921,8,99804-921-8
15,423,99804,927,94,99804-927-94
13,493,99804,944,25,99804-944-25
5,128,99804,95,86,99804-95-86
19,3505,99805,1005,1,99805-1005-1
7,153,99805,101,40,99805-101-40
4,163,99805,107,88,99805-107-88
19,3505,99805,1075,2,99805-1075-2
4,163,99805,108,9,99805-108-9
7,180,99805,130,110,99805-130-110
7,181,99805,136,93,99805-136-93
6,208,99805,155,10,99805-155-10
8,232,99805,158,15,99805-158-15
8,232,99805,159,7,99805-159-7
3,44,99805,16,58,99805-16-58
8,228,99805,166,86,99805-166-86
12,3008,99805,250,4,99805-250-4
3,72,99805,30,102,99805-30-102
12,255,99805,334,15,99805-334-15
12,272,99805,350,111,99805-350-111
11,269,99805,356,2,99805-356-2
3,17,99805,38,144,99805-38-144
11,301,99805,385,78,99805-385-78
11,310,99805,395,68,99805-395-68
11,307,99805,399,10,99805-399-10
1,65,99805,4,64,99805-4-64
11,273,99805,403,43,99805-403-43
11,273,99805,406,48,99805-406-48
11,293,99805,428,12,99805-428-12
2,40,99805,43,112,99805-43-112
11,275,99805,431,2,99805-431-2
10,318,99805,442,45,99805-442-45
19,328,99805,450,81,99805-450-81
10,341,99805,454,61,99805-454-61
10,341,99805,454,82,99805-454-82
10,343,99805,467,18,99805-467-18
10,367,99805,492,54,99805-492-54
9,387,99805,500,67,99805-500-67
9,387,99805,500,91,99805-500-91
9,364,99805,502,25,99805-502-25
16,394,99805,528,62,99805-528-62
16,394,99805,530,66,99805-530-66
18,459,99805,533,63,99805-533-63
18,462,99805,541,22,99805-541-22
16,458,99805,544,83,99805-544-83
18,417,99805,554,42,99805-554-42
18,417,99805,555,26,99805-555-26
16,421,99805,562,20,99805-562-20
16,390,99805,570,16,99805-570-16
16,500,99805,578,47,99805-578-47
16,500,99805,579,93,99805-579-93
13,505,99805,585,1,99805-585-1
13,505,99805,586,18,99805-586-18
13,468,99805,590,19,99805-590-19
13,468,99805,591,7,99805-591-7
17,516,99805,594,79,99805-594-79
17,516,99805,595,11,99805-595-11
17,464,99805,598,1,99805-598-1
17,464,99805,599,93,99805-599-93
3,5,99805,60,3,99805-60-3
2,27,99805,64,90,99805-64-90
19,3011,99805,640,3,99805-640-3
19,3011,99805,720,3,99805-720-3
2,11,99805,9,6,99805-9-6
2,51,99806,18,83,99806-18-83
3,84,99806,32,86,99806-32-86
3,84,99806,35,82,99806-35-82
7,197,99806,37,36,99806-37-36
3,12,99806,4,28,99806-4-28
14,3021,99806,45,11,99806-45-11
14,3021,99806,45,94,99806-45-94
3,12,99806,5,17,99806-5-17
3,59,99806,8,36,99806-8-36
3,59,99806,8,46,99806-8-46
3,75,99807,14,40,99807-14-40
3,75,99807,15,94,99807-15-94
2,35,99807,31,120,99807-31-120
3,57,99807,43,79,99807-43-79
16,347,99808,106,16,99808-106-16
16,347,99808,107,68,99808-107-68
16,504,99808,114,52,99808-114-52
16,504,99808,114,67,99808-114-67
13,506,99808,116,16,99808-116-16
13,506,99808,121,87,99808-121-87
17,497,99808,129,25,99808-129-25
17,497,99808,130,72,99808-130-72
17,490,99808,137,57,99808-137-57
2,60,99808,14,68,99808-14-68
2,69,99808,20,44,99808-20-44
1,62,99808,3,10,99808-3-10
1,78,99808,35,75,99808-35-75
3,15,99808,61,83,99808-61-83
3,15,99808,64,61,99808-64-61
3,1,99808,77,22,99808-77-22
18,409,99809,105,18,99809-105-18
13,479,99809,140,29,99809-140-29
1,86,99809,17,111,99809-17-111
2,47,99809,2,57,99809-2-57
2,61,99809,47,60,99809-47-60
3,82,99809,52,76,99809-52-76
5,48,99809,58,59,99809-58-59
3,101,99809,74,10,99809-74-10
3,101,99809,75,13,99809-75-13
2,45,99809,8,13,99809-8-13
3,36,99809,82,62,99809-82-62
15,444,99809,88,35,99809-88-35
18,397,99809,97,38,99809-97-38
16,501,99811,101,31,99811-101-31
13,514,99811,111,7,99811-111-7
13,498,99811,117,63,99811-117-63
13,498,99811,119,63,99811-119-63
13,498,99811,121,47,99811-121-47
13,498,99811,121,5,99811-121-5
17,499,99811,130,33,99811-130-33
8,225,99811,45,78,99811-45-78
1,30,99811,6,28,99811-6-28
18,453,99811,60,14,99811-60-14
16,425,99811,83,53,99811-83-53
18,456,99811,87,74,99811-87-74
18,456,99811,92,12,99811-92-12
16,503,99811,95,73,99811-95-73
16,503,99811,97,9,99811-97-9
16,412,99812,19,27,99812-19-27
18,434,99812,26,73,99812-26-73
18,440,99812,36,11,99812-36-11
15,450,99812,41,21,99812-41-21
15,450,99812,43,75,99812-43-75
15,450,99812,44,59,99812-44-59
5,108,99812,5,65,99812-5-65
15,391,99812,51,65,99812-51-65
16,482,99812,66,34,99812-66-34
13,491,99812,84,14,99812-84-14
5,102,99812,9,58,99812-9-58
5,110,99813,12,9,99813-12-9
5,106,99813,21,100,99813-21-100
5,106,99813,22,90,99813-22-90
7,196,99813,27,18,99813-27-18
7,196,99813,28,83,99813-28-83
7,196,99813,29,16,99813-29-16
7,193,99813,32,67,99813-32-67
1,52,99813,4,104,99813-4-104
7,187,99813,44,30,99813-44-30
14,522,99813,59,28,99813-59-28
14,522,99813,62,15,99813-62-15
14,522,99813,62,30,99813-62-30
5,110,99813,9,29,99813-9-29
15,432,99814,33,105,99814-33-105
15,432,99814,33,52,99814-33-52
15,432,99814,35,1,99814-35-1
15,455,99814,38,24,99814-38-24
15,455,99814,39,9,99814-39-9
