0.500,1.000,0.500,1.000,0.500
0.250,1.000,0.500,1.000,0.250
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
0.125,1.000,0.500,1.000,0.125
